Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1746053011.47,37.87379710067535,-122.2571609116147,40.0,3.0,5.0,5.0,22.88849609375,49.90745270708263,1001.6980560010381,96.62483238954823,261149.0
1746053013.48,37.87381761875408,-122.2572147706323,39.0,3.0,5.0,5.0,22.8899609375,49.79188115029399,1001.703139889516,96.58211083497504,190989.5
1746053015.43,37.87382383772969,-122.25723922065382,39.0,3.0,5.0,5.0,22.89513671875,49.69815415245439,1001.7078753362621,96.54231755569296,188727.0
1746053017.48,37.873825261474444,-122.2572442482706,44.0,3.0,5.0,5.0,22.90216796875,49.5955861419863,1001.7217638112916,96.42560947294183,225553.0
1746053019.45,37.873833194702065,-122.2571736911396,35.0,3.0,5.0,5.0,22.91349609375,49.51184272114166,1001.7447994153449,96.23203900855545,241993.5
1746053021.48,37.87383366790044,-122.25712626363993,47.5,3.0,4.0,5.0,22.92814453125,49.729707390725025,1001.7651132658254,96.06134273138943,251770.5
1746053023.46,37.87383394493059,-122.25711616983773,47.5,3.0,4.0,5.0,22.95744140625,50.15704742495258,1001.8472937546214,95.37081215936715,259706.0
1746053025.48,37.873841783673456,-122.25711896754584,42.0,2.5,4.0,5.0,22.9688671875,50.16154557931007,1001.8238584097872,95.56772557694532,268801.0
1746053027.47,37.87384231463557,-122.25712294631751,33.5,2.5,4.0,5.0,22.972773437500003,49.948548656923315,1001.8263921047496,95.54643616635306,272052.5
1746053029.49,37.87384263847335,-122.25712387071451,47.0,2.0,4.0,5.0,22.97404296875,49.68675816814202,1001.8353779419806,95.4709332024868,273013.5
1746053031.45,37.87382038696521,-122.25720524895812,32.5,2.0,4.0,5.0,22.97873046875,49.672123002965805,1001.8384183738974,95.44538628638969,273875.0
1746053033.48,37.87380764923797,-122.25724134457882,32.5,2.0,4.0,5.0,22.98869140625,49.4513282432202,1001.842122926125,95.41425930496185,268598.5
1746053035.42,37.87380552777512,-122.2572475720455,43.0,2.0,4.0,5.0,22.98869140625,49.4513282432202,1001.842122926125,95.41425930496185,268598.5
1746053037.49,37.87368610039155,-122.25705471832515,37.5,2.0,4.0,5.0,23.00177734375,49.46207841979154,1001.8537904365733,95.31622504553572,268483.0
1746053039.45,37.87369825415115,-122.25708296533884,30.0,2.0,4.0,5.0,23.01994140625,49.46131030404551,1001.8674787908243,95.20121224053015,262506.5
1746053041.49,37.8736785566787,-122.25710945215286,34.0,2.0,4.0,5.0,23.04298828125,49.610184971342775,1001.8692785820922,95.18609005188613,261813.0
1746053043.43,37.87365659609239,-122.25712076772214,34.0,2.0,4.0,5.0,23.06916015625,49.753494792122886,1001.8705577341398,95.17534239698645,262215.5
1746053045.49,37.873644987156496,-122.25712755706371,33.5,2.0,4.0,4.0,23.0977734375,49.763184569256865,1001.8658888319076,95.21457138459809,264299.0
1746053047.47,37.873644987156496,-122.25712755706371,46.0,2.0,4.0,4.0,23.1282421875,49.834032898141075,1001.8593436245402,95.2695657107736,262421.0
1746053049.48,37.873644987156496,-122.25712755706371,43.0,2.0,4.0,4.0,23.1571484375,49.92910724288791,1001.8526295031312,95.32597954316647,262603.5
1746053051.44,37.8736073745579,-122.25711900964018,43.0,2.0,4.0,4.0,23.18400390625,50.15519530181737,1001.8457486769103,95.38379440878862,264600.5
1746053053.48,37.87370304071137,-122.25711826227666,42.0,2.0,4.0,4.0,23.20783203125,50.069703925131506,1001.8463408290672,95.37881896821412,265814.5
1746053055.45,37.873725553723666,-122.25711799215236,31.0,2.0,4.0,4.0,23.22931640625,50.06021604790225,1001.8598347351043,95.26543934068096,266330.5
1746053057.49,37.87370579598419,-122.25716428940815,46.5,2.0,3.0,4.0,23.2528515625,49.94119045662884,1001.8768828931491,95.12219751990759,265206.0
1746053059.46,37.8736966805179,-122.25719266288156,39.0,2.0,3.0,4.0,23.27404296875,49.971311296848874,1001.8915633733122,94.99885093533632,261928.5
1746053061.48,37.8736947386875,-122.25719826609138,39.0,2.0,3.5,4.0,23.295917968749997,50.285469781484004,1001.9014887259889,94.91545824310063,257643.5
1746053063.46,37.87369996616348,-122.25693011879316,28.0,2.0,3.5,4.0,23.31466796875,50.722170430796496,1001.8966615742916,94.95601579892156,261517.5
1746053065.47,37.87370898959982,-122.25669027885984,42.5,2.0,4.0,4.0,23.3346875,50.801311586868465,1001.8855482120515,95.04939062775676,260442.5
1746053067.45,37.873711558470795,-122.2566193586459,33.0,2.0,4.0,4.0,23.3583203125,50.76757440548538,1001.8815447093745,95.08302838853494,264400.5
1746053069.51,37.8736842647572,-122.256916790682,36.5,2.0,3.0,4.0,23.384296874999997,50.630030996839324,1001.8892384936898,95.0183846766909,265212.5
1746053071.44,37.87367050962189,-122.257087913305,36.5,2.0,3.0,4.0,23.40734375,50.44326804411195,1001.8994890125756,94.93225982187519,265713.0
1746053073.49,37.87366705159562,-122.25712914128124,43.0,2.0,3.5,4.5,23.422578125,50.249588769626435,1001.9106220940738,94.83872026570276,269731.5
1746053075.46,37.873668915442984,-122.25721156402768,33.0,2.0,3.5,4.5,23.4344921875,50.00687008678574,1001.9210909848782,94.75076210088048,271843.0
1746053077.45,37.87367302763235,-122.25725143767687,40.0,2.0,3.5,4.5,23.43830078125,49.714696432658336,1001.9336336437368,94.64538136483063,272908.5
1746053079.46,37.87367369823727,-122.2572590858589,40.0,2.0,4.0,5.0,23.4466015625,49.45397266029519,1001.937838872751,94.61005024675202,275611.0
1746053081.46,37.873680678915505,-122.25723662309478,38.0,2.0,4.0,5.0,23.45880859375,49.16374292149277,1001.9513612980941,94.49643937369038,271523.0
1746053083.45,37.87368679281143,-122.25721672655392,45.5,2.0,4.0,5.0,23.45880859375,49.16374292149277,1001.9513612980941,94.49643937369038,271523.0
1746053085.46,37.87368779392628,-122.25721356977816,36.5,2.0,4.0,5.0,23.467109375,48.91290060068857,1001.9733887396569,94.31137469416126,274522.5
1746053087.5,37.87367122748976,-122.25723730550324,37.5,2.0,4.5,5.0,23.47453125,48.67743977210881,1001.9913467615359,94.16050201265183,273565.5
