Time,Latitude,Longitude,Temperature,Humidity,Pressure,Altitude,VOC,PM1,PM25,PM10,counts
1745515527.02,37.875407306023284,-122.25695768217358,16.06828125,54.13040036169087,1003.3388592524814,82.84573631518026,178302.5,1.0,3.0,3.0,29.0
1745515529.05,37.8754142335692,-122.25695586759062,16.07990234375,54.18755951050347,1003.3465910505605,82.7808496292509,178122.0,1.0,3.0,3.0,34.5
1745515531.04,37.87539372052213,-122.25695504804409,16.094453125,54.25439561683875,1003.3577663541209,82.68706506774514,177943.0,1.0,3.0,3.0,31.0
1745515533.03,37.875371175394534,-122.25695310029342,16.109882812499997,54.339953395164855,1003.3671215862672,82.60855547821495,179023.5,1.0,2.0,2.0,31.0
1745515535.02,37.87536744214838,-122.25695264592956,16.1255078125,54.379095954000434,1003.3852084943837,82.45677096289529,178661.5,1.0,2.0,2.0,30.5
1745515537.04,37.875517946952954,-122.25694072710805,16.124628906250003,54.41616896646204,1003.4063267296392,82.27955032089451,179937.0,1.0,2.5,2.5,31.0
1745515539.02,37.87557425925745,-122.25693435724598,16.0969921875,54.43437908778826,1003.4234554510924,82.1358112867197,180578.0,1.0,2.5,2.5,44.0
1745515541.11,37.87558130511604,-122.25693366701684,16.1055859375,54.44476011765665,1003.4426759214944,81.97452124216468,180577.0,1.0,3.0,3.0,30.0
1745515542.96,37.87555998632609,-122.25691850622971,16.1055859375,54.44476011765665,1003.4426759214944,81.97452124216468,180577.0,1.0,3.0,3.0,30.0
1745515545.07,37.875538381825,-122.25691328648024,16.111933593750003,54.47965754486216,1003.4797851768496,81.66312330870034,180304.0,1.0,3.0,3.0,38.5
1745515547.02,37.875536316385954,-122.25691270903828,16.132929687500003,54.54742172473537,1003.501392244945,81.48181434369187,179662.0,1.0,3.0,3.0,44.0
1745515549.05,37.875584372460104,-122.25682103482161,16.15939453125,54.60349263677868,1003.5266867774706,81.26956727124005,179477.5,1.0,3.0,3.0,39.0
1745515551.01,37.875595902437794,-122.25678667887234,16.171796875,54.6764265034935,1003.5441759327477,81.12281778576806,181039.0,1.0,3.0,3.0,39.0
1745515553.05,37.875597547547756,-122.25678255272186,16.1841015625,54.74006560784639,1003.566529355775,80.93525590256095,180761.5,1.0,3.0,3.0,46.0
1745515555.02,37.87569515860429,-122.25701457590536,16.17599609375,54.79492836069474,1003.5926361942843,80.71620422650614,184878.5,1.0,3.0,3.0,42.0
1745515557.05,37.87572944361022,-122.25711623691721,16.07736328125,54.78864276787802,1003.6198643426787,80.48774950841495,190216.0,1.0,3.0,3.0,41.0
1745515559.02,37.87573427782291,-122.25712959910432,15.959687500000001,54.76133568007248,1003.6573622732126,80.17313494663574,191789.0,1.0,3.0,3.0,45.5
1745515561.08,37.875611053179824,-122.25718220251134,15.85724609375,54.71425565830279,1003.6853675979639,79.93817094309415,193387.5,1.0,3.0,3.0,45.5
1745515563.02,37.87553295431961,-122.25720386372603,15.798457031249999,54.70063269440561,1003.7066584723594,79.75954521173423,193495.5,1.0,3.0,3.0,42.0
1745515565.07,37.8755204511532,-122.25720807624359,15.75041015625,54.700780691675845,1003.739174585921,79.48674735376153,194197.0,1.0,3.0,3.0,50.0
1745515567.02,37.875505363356474,-122.25733484398067,15.68439453125,54.68625965355193,1003.7695852980213,79.23161987879205,195288.5,1.0,3.0,3.0,49.5
1745515569.04,37.875500684817126,-122.25736731521475,15.611542968750001,54.70500692194565,1003.8131624959062,78.86604430985939,196390.5,1.0,2.0,2.0,49.5
1745515571.02,37.875500273271854,-122.25737043150936,15.58927734375,54.76425600148837,1003.8488198406649,78.56691890389982,196448.0,1.0,2.0,2.0,45.5
1745515573.05,37.87544119947654,-122.25754837815813,15.6079296875,54.81005341133566,1003.8755909129807,78.34234548209349,196835.5,1.0,2.5,2.5,40.0
1745515575.03,37.87542312057498,-122.25759760603843,15.589472656249999,54.838767709740615,1003.9112026743187,78.04361748037611,197338.0,1.0,2.5,2.5,42.5
1745515577.05,37.87542152132322,-122.25760226089838,15.580683593749999,54.87180942801008,1003.9377408235077,77.82100887417795,197170.5,1.0,3.0,3.0,34.5
1745515579.0,37.875403670572695,-122.25764365343593,15.558515625,54.90627495646788,1003.9601452560657,77.6330784772676,197618.0,1.0,3.0,3.0,34.5
1745515581.05,37.87540140162436,-122.2576429591596,15.526972656249999,54.94577371425279,1003.9854191096641,77.42108343822551,198012.0,1.0,3.0,3.0,45.0
1745515583.02,37.87540116673433,-122.25764332025994,15.484101562500001,54.993169755908,1004.0051081357277,77.25593625181894,199090.0,1.0,3.0,3.0,43.0
1745515585.06,37.875410016326214,-122.2577175468886,15.4253125,55.03546042348223,1004.0237450725156,77.09961665266862,199890.0,1.0,2.5,2.5,42.0
1745515587.0,37.87541475706383,-122.25773049914191,15.351679687499999,55.09764062551359,1004.0314639597915,77.03487376119693,199832.5,1.0,2.5,2.5,42.0
1745515589.06,37.87541499569366,-122.2577316547273,15.30197265625,55.17840445324945,1004.0399830885344,76.9634195910366,199833.0,1.0,2.0,2.0,41.0
1745515590.99,37.8754037016622,-122.2578501041641,15.30197265625,55.17840445324945,1004.0399830885344,76.9634195910366,199833.0,1.0,2.0,2.0,39.5
1745515593.04,37.875401935279235,-122.25787368683923,15.293085937499999,55.28301611943728,1004.0487273291097,76.89007782182544,200120.0,1.0,2.0,2.0,41.5
1745515595.02,37.875401779700795,-122.25787552543923,15.26251953125,55.35693343300322,1004.0639274303437,76.76258914402945,199776.5,1.0,2.0,2.0,43.0
1745515597.03,37.87540005251399,-122.25788554536359,15.1950390625,55.43554369088187,1004.0798454482688,76.6290807225991,201161.5,1.0,2.0,2.0,43.0
1745515599.02,37.875400934847896,-122.25787671435263,15.13703125,55.53095079023935,1004.092220707284,76.52528756377525,201862.5,1.0,2.0,2.0,45.0
1745515601.08,37.87540095461308,-122.25787645531747,15.08302734375,55.63937224422765,1004.0990246769578,76.4682219664299,202332.5,1.0,2.0,2.0,31.5
1745515603.02,37.87541689651855,-122.25795728948452,15.0247265625,55.75353712823425,1004.0982893694935,76.47438906111739,203103.5,1.0,2.0,2.0,41.5
1745515605.06,37.875422170867445,-122.25797279920101,14.972871093750001,55.87482052824254,1004.0996139711807,76.46327951674004,202509.0,1.0,2.0,2.0,39.5
1745515607.03,37.875422491073174,-122.25797400945898,14.922089843750001,55.97758297829769,1004.0994578426366,76.46458897726194,203516.5,1.0,2.0,2.0,39.5
1745515609.11,37.875394627620146,-122.25806384693661,14.87541015625,56.080912873732785,1004.101449059405,76.44788852827935,203993.5,1.0,2.0,2.0,40.0
1745515611.02,37.87542503313562,-122.25807827244473,14.817011718749999,56.18905353439173,1004.1122131100337,76.35761030227097,203279.0,1.0,2.0,2.0,48.5
1745515613.05,37.87542687305684,-122.25807943748887,14.733027343749999,56.30336118052311,1004.1250272964712,76.25013851035834,205381.5,1.0,2.0,2.0,39.5
1745515615.02,37.875400661916274,-122.25809449492695,14.6337109375,56.406393087266956,1004.1184827416316,76.30502714320787,206663.5,1.0,2.0,2.0,39.5
1745515617.05,37.87538014838193,-122.25810051940516,14.5559765625,56.499710635309384,1004.1245991231535,76.25372959309502,206538.0,1.0,2.0,2.0,38.5
1745515619.02,37.875377952983506,-122.25810150964331,14.52580078125,56.62730876839986,1004.137016684096,76.14958529799874,205865.5,1.0,2.0,2.0,42.5
1745515621.08,37.87538771474903,-122.2581575154471,14.5161328125,56.75760658679253,1004.1426759022937,76.10212271929475,206232.0,1.0,2.0,2.0,49.5
1745515623.02,37.8753832897209,-122.25817860174571,14.53205078125,56.91008578586913,1004.147130071742,76.06476656072988,205561.0,1.0,2.0,2.0,38.0
1745515625.04,37.875382848386955,-122.25818084573748,14.57912109375,57.072961135198184,1004.1592908774078,75.96277751561567,204657.5,1.0,2.0,2.0,38.0
1745515627.03,37.875392203438125,-122.25829679334208,14.642109375,57.234906112425946,1004.1691945083676,75.87971948516878,202686.5,1.0,2.0,2.0,37.0
1745515629.05,37.875396193991484,-122.25833121741485,14.70587890625,57.32481672407996,1004.167055864894,75.89765540680848,203814.5,1.0,2.0,2.0,41.5
1745515631.02,37.87539655240499,-122.2583347868711,14.736542968750001,57.360206663866265,1004.1772380871685,75.81226144808363,204593.5,1.0,2.0,2.0,38.5
1745515633.05,37.875344000209736,-122.25831504871847,14.755585937500001,57.36895396394969,1004.1905033564799,75.70101238333889,204774.0,1.0,2.0,2.0,38.5
1745515635.01,37.875330167977246,-122.25829891104442,14.785371093750001,57.40738857158976,1004.2008154543157,75.6145309142997,202923.5,1.0,2.0,2.0,38.5
