Time,Latitude,Longitude,counts,PM1,PM25,PM10,Temperature,Humidity,Pressure,Altitude,VOC
1745452020.21,37.8749074294998,-122.25636312121728,36.0,3.0,4.0,6.0,15.881171875,55.36076147692739,1001.0063985716245,102.43869188640785,165458.5
1745452022.23,37.8749209225869,-122.25633184855074,42.0,3.0,4.0,6.0,15.881171875,55.36076147692739,1001.0063985716245,102.43869188640785,165458.5
1745452024.27,37.87492169256911,-122.25633042608231,35.0,3.0,4.0,6.0,15.81896484375,55.61456306391638,1001.0328775611179,102.2160576975645,165846.5
1745452026.24,37.87492231856232,-122.2563300839288,34.5,3.0,4.0,6.0,15.79201171875,55.8388627840214,1001.0529323291063,102.04744128013247,165458.0
1745452028.28,37.8748939172297,-122.2562542069935,39.5,3.0,4.0,6.0,15.8133984375,56.057125318341626,1001.0650945837733,101.94518503475226,165226.5
1745452030.2,37.87489197568389,-122.2562505855917,39.5,3.0,4.0,6.0,15.847382812500001,56.21156869217339,1001.0799498944468,101.82028743707258,165535.5
1745452032.26,37.874891849153876,-122.25624951089134,33.0,3.0,4.0,6.0,15.802460937500001,56.30902838775802,1001.0879368961791,101.75313661766658,166785.5
1745452034.22,37.874639114913414,-122.25612573621805,35.5,3.0,4.0,6.0,15.77140625,56.4302403112677,1001.1075378867756,101.5883428303352,166706.5
1745452036.25,37.874631140786754,-122.25612032063005,39.5,3.0,4.0,6.0,15.76359375,56.54199482073571,1001.1123516549767,101.54787181851103,167258.0
1745452038.22,37.874623630620924,-122.25611531661418,39.5,3.0,4.0,6.0,15.80880859375,56.66067514133438,1001.1157861222312,101.51899718971072,166002.5
1745452040.26,37.87464249572978,-122.25598270714485,30.5,2.0,4.0,6.0,15.86466796875,56.75259134983106,1001.1310780639467,101.39043407235158,165846.5
1745452042.24,37.87464637112376,-122.25594990977058,31.5,2.0,4.0,6.0,15.9145703125,56.83123669782305,1001.13848046886,101.32820076591578,166392.5
1745452044.26,37.87464902259532,-122.25593071689701,27.5,2.5,4.0,6.0,15.952265624999999,56.83613481323245,1001.1514145484207,101.219462662198,167021.0
